,Length,Width,Views last 7 days,EUR_Price,clusters,cluster
72,-1.0700629761641358,-1.1161018170419184,0.10027948527028635,-0.3055413903610297,0,light pink
73,-1.1534394963816197,-1.3636565331164396,4.658676205660892,-0.3048502982800548,3,dark purple
74,-1.090073341016332,-1.1326054647802197,0.6934513357312986,-0.30491784863383425,0,light pink
75,-1.0317097768640933,-1.1326054647802197,0.45489309152415236,-0.3056453139822289,0,light pink
76,-1.2868419287295938,-1.5947076014526589,-0.2607816410972863,-0.3056453139822289,0,light pink
77,-1.120088888294626,-1.297641942163234,-0.3510469226891795,-0.3056453139822289,0,light pink
78,-1.0700629761641358,-1.1161018170419184,0.0938319651565797,-0.3056453139822289,0,light pink
79,-0.99669163837275,-1.0253317544812608,-0.46710228473589926,-0.3056453139822289,0,light pink
80,-0.9866864559466519,-0.8685471009673976,-0.2220965204150464,-0.3056453139822289,0,light pink
81,-1.4369196651210647,-1.7762477265739745,0.6418711748216454,-0.3056453139822289,0,light pink
82,-1.0700629761641358,-1.0088281067429594,0.14541212606623294,-0.3056453139822289,0,light pink
83,-0.6365050710332197,-0.8685471009673976,3.7882609903104933,-0.3056453139822289,3,dark purple
84,-1.3902288137992738,-1.8092550220505772,2.2730937635894293,-0.3035668415582442,3,dark purple
85,-0.5364532467722392,-0.4559559075098628,0.2098873272032995,-0.30434626871723847,0,light pink
86,-1.20346540851211,-1.322397413770686,2.0280879992685765,-0.3035668415582442,3,dark purple
87,-1.0367123680771422,-1.1161018170419184,-0.22854404052875305,-0.3044501923384377,0,light pink
88,-0.9533358478596584,-1.0335835783504117,1.7250545539243636,-0.3036707651794434,3,dark purple
89,-1.011699412011897,-1.1161018170419184,0.2227823674307128,-0.3045031933852493,0,light pink
90,-1.1400992531468224,-1.2563828228174805,-0.5573675663277925,-0.3045281350543371,0,light pink
91,-1.1534394963816197,-1.2811382944249325,-0.3832845232577128,-0.30455099825100096,0,light pink
92,-0.5531285508157359,-0.5797332655471232,-0.08025107791349999,-0.30460607777023657,0,light pink
93,-1.0033617599901488,-1.1986200557334254,0.21633484731700614,-0.30460607777023657,0,light pink
94,-0.8199334155116843,-0.8685471009673976,0.07448940481545974,-0.30460607777023657,0,light pink
95,-0.4530767265547553,-0.4559559075098628,0.9835897408480981,-0.30460607777023657,0,light pink
96,-1.2885094591339434,-1.4956857150228506,-0.3510469226891795,-0.30460607777023657,0,light pink
97,-0.9233203005813643,-0.9345616919206032,0.6805562955038853,-0.303047223452248,0,light pink
98,-0.7865828074246907,-1.3636565331164396,0.5129207725475122,-0.303047223452248,0,light pink
99,-0.9533358478596584,-1.6112112491909603,0.20343980708959283,-0.303047223452248,0,light pink
100,-1.1217564186989757,-1.1986200557334254,-0.22854404052875305,-0.30396694749986125,0,light pink
101,-1.20346540851211,-1.569952129845207,0.05514684447433977,-0.30315114707344726,0,light pink
102,-1.0350448376727925,-1.1078499931727679,5.845019906582916,-0.30315114707344726,3,dark purple
103,-0.5364532467722392,-0.7860288622758906,2.801790412913375,-0.30408645966424036,3,dark purple
104,-0.7448945473159487,-0.9758208112663567,0.2227823674307128,-0.30408645966424036,0,light pink
105,-0.9700111519031551,-0.9675689873972061,0.02935676401951315,-0.30408645966424036,0,light pink
106,-0.6531803750767166,-0.909806220313151,0.22922988754441945,-0.30408645966424036,0,light pink
107,0.047182394750147856,-0.4559559075098628,0.20343980708959283,-0.30408645966424036,0,light pink
108,0.13055891496763172,-0.8685471009673976,4.832759248730971,-0.30408645966424036,3,dark purple
109,-0.7615698513594454,-0.9840726351355075,4.078399395427293,-0.30408645966424036,3,dark purple
110,-0.7832477466159914,-0.8520434532290962,0.15830716629364625,-0.30408645966424036,0,light pink
111,-0.7832477466159914,-0.8520434532290962,0.3646278099322592,-0.30408645966424036,0,light pink
112,-0.9033099357291682,-1.000576282873809,0.8610868586876717,-0.303047223452248,0,light pink
113,-1.1367641923381229,-1.1986200557334254,-0.1640688393916865,-0.303047223452248,0,light pink
114,-0.8699593276421745,-0.9510653396589047,0.5064732524338056,-0.303047223452248,0,light pink
115,-0.7815802162116416,-0.8355398054907949,0.48713069209268567,-0.303047223452248,0,light pink
116,-0.9883539863510016,-1.1161018170419184,-0.4090746037125394,-0.303047223452248,0,light pink
117,-1.0867382802076326,-1.157360936387672,-0.35749444280288617,-0.303047223452248,0,light pink
118,-0.9316579526031126,-0.9593171635280552,0.15830716629364625,-0.303047223452248,0,light pink
119,-0.6531803750767166,-0.7942806861450415,0.14541212606623294,-0.303047223452248,0,light pink
120,-0.9533358478596584,-0.9510653396589047,1.7508446343791901,-0.303047223452248,3,dark purple
121,-0.7198815912507036,-0.8685471009673976,0.5967385340256988,-0.303047223452248,0,light pink
122,-0.6831959223550107,-0.48071137911731476,0.667661255276472,-0.303047223452248,0,light pink
123,-1.1084161754641784,-1.182116407995124,-0.0028808365490201257,-0.30304826268846,0,light pink
124,-1.1034135842511295,-1.1986200557334254,0.6741087753901787,-0.30304826268846,0,light pink
125,-1.0867382802076326,-1.099598169303617,0.18409724674847286,-0.30304826268846,0,light pink
126,-1.1701148004251165,-1.0335835783504117,0.11962204561140632,-0.3030576158143679,0,light pink
127,-0.836608719555181,-1.0335835783504117,-0.0931461181409133,-0.3030576158143679,0,light pink
128,-0.661518027098465,-0.6622515042386302,-0.06090851757238002,-0.3020079872402556,0,light pink
129,-0.8816320404726223,-1.0748426976961651,1.8797950366533234,-0.3020079872402556,3,dark purple
130,-0.7865828074246907,-1.3636565331164396,0.5838434937982855,-0.3020079872402556,0,light pink
131,-0.8699593276421745,-1.1161018170419184,1.1383302235770578,-0.3020079872402556,0,light pink
132,-0.9266553613900635,-0.8767989248365482,0.24212492777183275,-0.3020079872402556,0,light pink
133,-0.7532321993376971,-0.49721502685561614,6.128710791586009,-0.3020079872402556,3,dark purple
134,-0.661518027098465,-0.7447697429301373,1.415573588466444,-0.3020079872402556,0,light pink
135,-1.1867901044686133,-1.4461747718079463,-0.11248867848203326,-0.3020183796023756,0,light pink
136,-1.120088888294626,1.1614015708436738,-0.06090851757238002,-0.3020183796023756,1,pink
137,-1.0700629761641358,-0.9593171635280552,0.8610868586876717,-0.3010207128388629,0,light pink
138,-1.2868419287295938,-2.1063206813400024,0.10027948527028635,-0.20996387518030435,0,light pink
139,-1.2868419287295938,-1.2811382944249325,-0.1060411583683266,-0.20996387518030435,0,light pink
140,-1.120088888294626,-1.3636565331164396,0.7901641374368984,-0.3010726746494625,0,light pink
141,-1.20346540851211,-1.4874338911537,1.3833359878979108,-0.3010726746494625,0,light pink
142,-0.9866864559466519,-0.8933025725748496,1.1770153442592977,-0.3000459092720141,0,light pink
143,-1.1534394963816197,-1.2811382944249325,-0.4993398853044326,-0.30117659827066173,0,light pink
144,-0.8866346316856712,-0.9840726351355075,0.5451583731160455,-0.30117659827066173,0,light pink
145,-1.1367641923381229,-1.3636565331164396,0.19054476686217953,-0.30120777535702153,0,light pink
146,-1.2868419287295938,-2.1063206813400024,-0.5380250059866725,-0.20292928526132806,0,light pink
147,-1.0033617599901488,-1.0748426976961651,-0.34459940257547284,-0.30122856008126137,0,light pink
148,-1.120088888294626,-1.2811382944249325,-0.02222339689014009,-0.30148836913425947,0,light pink
149,-0.5364532467722392,-0.3734376688183558,0.17120220652105955,-0.30148836913425947,0,light pink
150,0.4974156039245606,0.0804126439849324,0.5451583731160455,-0.30148836913425947,1,pink
151,-1.0200370640336456,-1.1161018170419184,1.9442702377903898,-0.30148836913425947,3,dark purple
152,-0.7532321993376971,-0.5797332655471232,0.0938319651565797,-0.30148836913425947,0,light pink
153,-0.9333254830074623,-1.099598169303617,0.06159436458804642,-0.30148836913425947,0,light pink
154,-0.9533358478596584,-1.1161018170419184,0.07448940481545974,-0.30148836913425947,0,light pink
155,-0.7782451554029424,-0.8685471009673976,1.8411099159710833,-0.29909812584667705,3,dark purple
156,-1.120088888294626,-1.2811382944249325,-0.7443456496252855,-0.30025167804198855,0,light pink
157,-1.1917926956816622,-1.3389010615089874,0.3968654105007925,-0.29920204946787626,0,light pink
158,-1.0033617599901488,-1.1986200557334254,0.40976045072820577,-0.3003805433322756,0,light pink
159,-0.8249360067247333,-1.050087226088713,3.9301064328120394,-0.29940989671027474,3,dark purple
160,-0.9616734998814067,-0.8850507487056991,-0.18985891984651312,-0.3004491329222671,0,light pink
161,-0.8866346316856712,-0.8355398054907949,0.46134061163785905,-0.3004491329222671,0,light pink
162,-0.9266553613900635,-0.8850507487056991,-0.2607816410972863,-0.3004491329222671,0,light pink
163,-0.661518027098465,-0.8107843338833429,-0.434864684167366,-0.3004491329222671,0,light pink
164,-0.7865828074246907,-1.2811382944249325,0.7321364564135385,-0.3004491329222671,0,light pink
165,-1.0450500200988906,-1.157360936387672,-0.267229161210993,-0.3004491329222671,0,light pink
166,-0.4864273346417487,-0.6292442087620274,-0.11893619859573992,-0.3004491329222671,0,light pink
167,-1.20346540851211,-1.2811382944249325,-0.44775972439477935,-0.3004491329222671,0,light pink
168,-0.8699593276421745,-0.9180580441823019,0.7192414161861252,-0.3004491329222671,0,light pink
169,-0.9533358478596584,-0.9510653396589047,0.40976045072820577,-0.3004491329222671,0,light pink
170,-1.4535949691645615,-1.2811382944249325,0.22922988754441945,-0.29940989671027474,0,light pink
171,-0.9933565775640507,-1.0748426976961651,0.9126670195973249,-0.29826673687708316,0,light pink
172,-1.1367641923381229,-1.2151237034717268,-0.20275396007392643,-0.2995491543626817,0,light pink
173,-1.0784006281858842,-1.1491091125185213,0.003566683564686529,-0.29837066049828237,0,light pink
174,-1.2001303477034106,-1.3636565331164396,0.4484455714104457,-0.29847458411948163,0,light pink
175,-0.8949722837074198,-0.909806220313151,0.13896460595252627,-0.2997216675738725,0,light pink
176,-1.006696820798848,-1.2893901182940832,0.8675343788013783,-0.2997216675738725,0,light pink
177,-0.42806377048951005,-0.4559559075098628,0.8417442983465517,-0.29992951481627095,0,light pink
178,-0.883299570876972,-0.9675689873972061,0.010014203678393185,-0.29992951481627095,0,light pink
179,-0.883299570876972,-0.9675689873972061,-0.11893619859573992,-0.29992951481627095,0,light pink
180,-1.0200370640336456,-0.992324459004658,-0.5186824456455525,-0.29992951481627095,0,light pink
181,-1.1217564186989757,-1.2233755273408777,-0.2092014801876331,-0.29992951481627095,0,light pink
182,-0.7599023209550958,-0.7942806861450415,0.3710753300459659,-0.29992951481627095,0,light pink
183,-1.028374716055394,-0.8933025725748496,0.5645009334571656,-0.2989422404148782,0,light pink
184,-1.1701148004251165,-1.4049156524621929,0.0358042841332198,-0.2989942022254778,0,light pink
185,-0.2863236861197876,-0.4559559075098628,-0.25433412098357966,-0.2989942022254778,0,light pink
186,-1.028374716055394,-1.1326054647802197,-0.4090746037125394,-0.2989942022254778,0,light pink
187,-1.1701148004251165,-1.322397413770686,-0.5186824456455525,-0.2989942022254778,0,light pink
188,-0.5781415068809811,-0.7447697429301373,0.02935676401951315,-0.2989942022254778,0,light pink
189,-0.4364014225112586,-0.34043037334175297,1.3253083068745508,-0.2989942022254778,0,light pink
190,-0.6365050710332197,-0.8685471009673976,0.3066001289088993,-0.2989942022254778,0,light pink
191,-1.0950759322293808,-1.157360936387672,-0.5315774858729658,-0.2989942022254778,0,light pink
192,-1.0700629761641358,-1.3141455899015353,-0.3059142818932329,-0.2989942022254778,0,light pink
193,-0.23629777398929713,-0.4559559075098628,0.480683171978979,-0.2989942022254778,0,light pink
194,-1.028374716055394,-1.1326054647802197,-0.454207244508486,-0.2989942022254778,0,light pink
195,-0.5698038548592326,-0.4559559075098628,1.022274861530338,-0.2989942022254778,0,light pink
196,-1.120088888294626,-1.1986200557334254,0.19054476686217953,-0.2989942022254778,0,light pink
197,-0.8699593276421745,-0.8685471009673976,-0.0351184371175534,-0.29837066049828237,0,light pink
198,-1.0317097768640933,-1.1326054647802197,-0.6476328479196857,-0.29837066049828237,0,light pink
199,-0.9333254830074623,-1.0253317544812608,0.2227823674307128,-0.29837066049828237,0,light pink
200,-0.8699593276421745,-0.8685471009673976,-0.1640688393916865,-0.29837066049828237,0,light pink
201,-0.41972611846776187,-0.47245955524816424,0.5516058932297522,-0.29837066049828237,0,light pink
202,-0.3697002063372714,-0.29091943012684873,0.6612137351627654,-0.29837066049828237,0,light pink
203,-0.7865828074246907,-0.8685471009673976,1.0351699017577514,-0.29837066049828237,0,light pink
204,-1.0367123680771422,-1.0418354022195622,0.4419980512967391,-0.2983716997344944,0,light pink
205,-1.120088888294626,-1.2811382944249325,-0.5122349255318459,-0.2983810528604023,0,light pink
206,-1.0400474288858415,-0.9840726351355075,-0.6089477272374457,-0.29842677925372996,0,light pink
207,-0.9533358478596584,-1.0748426976961651,-0.2220965204150464,-0.29847458411948163,0,light pink
208,-1.1917926956816622,-1.4214193002004942,-0.6282902875785656,-0.3124595858242628,0,light pink
209,-1.1701148004251165,-1.2646346466866312,1.228595505168951,-0.2961009686112911,0,light pink
210,-0.9216527701770145,-0.9510653396589047,0.3259426892500193,-0.2962921880742977,0,light pink
211,-1.0400474288858415,-0.9840726351355075,-0.33170436234805956,-0.2976224104256479,0,light pink
212,-1.0950759322293808,-1.2151237034717268,-0.583157646782619,-0.29765358751200766,0,light pink
213,-0.7532321993376971,-0.8107843338833429,1.525181430399457,-0.2962921880742977,0,light pink
214,-0.8866346316856712,-1.0748426976961651,1.602551671763937,-0.2963961116954969,0,light pink
215,-1.120088888294626,-1.2811382944249325,-0.009328356662726781,-0.2963961116954969,0,light pink
216,-1.2868419287295938,-2.1063206813400024,-0.6476328479196857,-0.1741455598977757,0,light pink
217,-0.728219243272452,-0.7860288622758906,-0.06090851757238002,-0.2978510423922862,0,light pink
218,-0.878296979663923,-1.0748426976961651,-0.6282902875785656,-0.2969157298014931,0,light pink
219,-0.9033099357291682,-1.000576282873809,0.022909243905806495,-0.2969157298014931,0,light pink
220,-0.5314506555591902,-0.7942806861450415,0.6031860541394054,-0.2969157298014931,0,light pink
221,-1.0200370640336456,-1.1491091125185213,-0.2801242014384063,-0.2969157298014931,0,light pink
222,-0.6131596453723244,-0.4064449642949586,1.6412367924461768,-0.2969157298014931,0,light pink
223,-0.7615698513594454,-0.7942806861450415,-0.5702626065552058,-0.2969157298014931,0,light pink
224,-0.7615698513594454,-0.7942806861450415,-0.3381518824617662,-0.2969157298014931,0,light pink
225,-1.0417149592901913,-1.000576282873809,0.010014203678393185,-0.2969157298014931,0,light pink
226,-1.0033617599901488,-0.6209923848928769,0.13896460595252627,-0.2969157298014931,0,light pink
227,-1.1184213578902764,-1.2728864705557819,1.2157004649415377,-0.29550236855318346,0,light pink
228,-1.0317097768640933,-1.0830945215653156,-0.1511737991642732,-0.29694690688785286,0,light pink
229,-0.9816838647336029,-1.2563828228174805,0.6225286144805254,-0.2955543303637831,0,light pink
230,-1.1284265403163745,-1.2563828228174805,0.5838434937982855,-0.295564722725903,0,light pink
231,-0.8699593276421745,-0.8685471009673976,1.1641203040318844,-0.295564722725903,0,light pink
232,-0.8115957634899359,-1.0335835783504117,-0.3510469226891795,-0.2962921880742977,0,light pink
233,-0.9166501789639655,-0.8933025725748496,-0.04156595723126005,-0.2962921880742977,0,light pink
234,-0.2863236861197876,-0.29091943012684873,-0.3059142818932329,-0.2962921880742977,0,light pink
235,1.714712799099825,0.9468541502457558,-0.0931461181409133,-0.2962921880742977,1,pink
236,-1.053387672120639,-0.9510653396589047,0.26791500822665937,-0.2962921880742977,0,light pink
237,-1.120088888294626,-1.1986200557334254,0.2227823674307128,-0.2962921880742977,0,light pink
238,-0.5197779427287424,-0.6209923848928769,-0.009328356662726781,-0.2962921880742977,0,light pink
239,-0.7865828074246907,-1.2811382944249325,0.08738444504287304,-0.2963025804364176,0,light pink
240,-0.7032062872072068,-0.6622515042386302,0.07448940481545974,-0.2963025804364176,0,light pink
241,-1.120088888294626,-1.3306492376398367,0.41620797084191247,-0.2948372573775084,0,light pink
242,-0.5364532467722392,-0.24966031078109538,0.31304764902260596,-0.2962921880742977,0,light pink
243,-1.0016942295857991,-1.000576282873809,1.1899103844867112,-0.2948372573775084,0,light pink
244,-0.8699593276421745,-0.909806220313151,3.452989944397747,-0.2948372573775084,3,dark purple
245,-0.9700111519031551,-1.0170799306121103,5.658041823285423,-0.29421371565031296,3,dark purple
246,-1.1217564186989757,-1.2316273512100282,1.6670268729010036,-0.29421371565031296,0,light pink
247,-0.8699593276421745,-1.0748426976961651,-0.6282902875785656,-0.2957725699683015,0,light pink
248,-0.7032062872072068,-1.0335835783504117,0.9191145397110315,-0.2957725699683015,0,light pink
249,-0.8649567364291255,-1.0418354022195622,-0.11893619859573992,-0.2957725699683015,0,light pink
250,-0.6264998886071217,-0.8933025725748496,1.4478111890349772,-0.2957725699683015,0,light pink
251,-0.9199852397726649,-1.2811382944249325,1.1770153442592977,-0.2957725699683015,0,light pink
252,-0.728219243272452,-0.6870069758460822,-0.13827875893685987,-0.2957725699683015,0,light pink
253,-0.9183177093683152,-0.8850507487056991,0.39041789038708585,-0.2957725699683015,0,light pink
254,-0.9366605438161617,-1.0335835783504117,0.24212492777183275,-0.2957725699683015,0,light pink
255,-0.619829766989723,-0.505466850724767,1.1834628643730043,-0.2957725699683015,0,light pink
256,-1.0217045944379952,-1.0418354022195622,-0.20275396007392643,-0.2957725699683015,0,light pink
257,-0.7765776249985927,-0.9840726351355075,-0.0931461181409133,-0.2957725699683015,0,light pink
258,-0.4864273346417487,-0.04336471405232797,-0.11893619859573992,-0.2957725699683015,0,light pink
259,-1.0650603849510867,-1.0748426976961651,-0.2607816410972863,-0.2949411809987076,0,light pink
260,-0.9283228917944132,-1.0583390499578638,-0.009328356662726781,-0.2949931428093072,0,light pink
261,-0.9533358478596584,-1.2811382944249325,-0.07380355779979333,-0.29504510461990685,0,light pink
262,-0.8699593276421745,-0.9510653396589047,0.667661255276472,-0.29504510461990685,0,light pink
263,-0.9366605438161617,-0.9510653396589047,1.118987663235938,-0.29505549698202677,0,light pink
264,-0.6831959223550107,-0.7942806861450415,0.4484455714104457,-0.29369409754431675,0,light pink
265,-1.1751173916381654,-1.1491091125185213,2.5116520077965756,-0.2937044899064367,3,dark purple
266,-0.7498971385289979,-0.8107843338833429,1.2157004649415377,-0.2937044899064367,0,light pink
267,-1.033377307268443,-0.9263098680514524,-0.4993398853044326,-0.29512824351686623,0,light pink
268,-0.7865828074246907,-0.7860288622758906,1.525181430399457,-0.29514902824110606,0,light pink
269,-0.8866346316856712,-1.0748426976961651,0.2227823674307128,-0.29359017392311754,0,light pink
270,-1.120088888294626,-1.3636565331164396,1.6154467119913503,-0.293798021165516,0,light pink
271,-0.9299904221987629,-1.000576282873809,12.092666896764664,-0.293798021165516,3,dark purple
272,-1.2868419287295938,-1.2811382944249325,-0.35749444280288617,-0.15265623350619767,0,light pink
273,-1.1434343139555216,-1.3141455899015353,-0.0351184371175534,-0.2952373633191254,0,light pink
274,-0.5864791589027296,-0.3734376688183558,-0.2092014801876331,-0.29421371565031296,0,light pink
275,-0.5864791589027296,-0.3734376688183558,-0.3188093221206462,-0.29421371565031296,0,light pink
276,-0.9366605438161617,-1.0748426976961651,-0.46710228473589926,-0.29421371565031296,0,light pink
277,-1.120088888294626,-1.0583390499578638,0.7901641374368984,-0.29421371565031296,0,light pink
278,-0.4614143785765038,-0.7942806861450415,4.04616179485876,-0.29421371565031296,3,dark purple
279,-0.9716786823075049,-0.9758208112663567,0.7127938960724186,-0.2942241080124329,0,light pink
280,-0.9616734998814067,-1.0583390499578638,0.08093692492916639,-0.29265486133232443,0,light pink
281,-1.1217564186989757,-1.3058937660323846,0.2098873272032995,-0.292706823142924,0,light pink
282,-1.1034135842511295,-1.1986200557334254,-0.21564900030133974,-0.29442156289271143,0,light pink
283,-0.4530767265547553,-1.5286930104994534,0.5451583731160455,-0.2928627085747229,0,light pink
284,-0.9333254830074623,-0.9180580441823019,0.42910301106932575,-0.293798021165516,0,light pink
285,-1.156774557190319,-1.322397413770686,-0.18985891984651312,-0.293798021165516,0,light pink
286,-0.4530767265547553,-0.4559559075098628,1.3188607867608442,-0.293798021165516,0,light pink
287,-0.4530767265547553,-0.29091943012684873,1.0545124620988713,-0.293798021165516,0,light pink
288,-0.7032062872072068,-0.7942806861450415,-0.18341139973280646,-0.293798021165516,0,light pink
289,-0.6481777838636675,-0.802532510014192,0.0938319651565797,-0.293798021165516,0,light pink
290,-0.9266553613900635,-1.0418354022195622,1.4478111890349772,-0.293798021165516,0,light pink
291,-1.0200370640336456,-1.0748426976961651,-0.13183123882315323,-0.293798021165516,0,light pink
292,-1.1284265403163745,-1.3058937660323846,-0.454207244508486,-0.293798021165516,0,light pink
293,-0.9583384390727074,-0.909806220313151,-0.6476328479196857,-0.293798021165516,0,light pink
294,-0.7915853986377398,-0.9180580441823019,-0.39617956348512606,-0.293798021165516,0,light pink
295,-0.9149826485596158,-1.0335835783504117,-0.34459940257547284,-0.293798021165516,0,light pink
